dataset_sample_id,image_path,source_run,source_sample_id,source_image_path,label_source,source_left_pwm,source_right_pwm,quality_score,steering,steering_delta,steering_bin,simulation_time,control_mode,target_lane,corner_radius_m,corner_curvature_1pm,lane_status,lane_error,lane_direction,decision_reason,command,left_pwm,right_pwm,expert_left_pwm,expert_right_pwm,driveability_score,safety_state,position_x,position_y,yaw,cross_track_error,heading_error,target_x,target_y
lane1_02836,images/lane_1/lane1_02836.jpg,run_20260901_113405,14922,dataset\runs\run_20260901_113405\images\frame_014922.jpg,expert_command,0.3190,0.3550,0.199176,0.036000,0.003900,+0.03:+0.09,2387.680,expert,1,0.8,1.25000,both_lanes,14,forward,simulator_ground_truth,expert_path_follow,0.3190,0.3550,,,,,-1.71826,1.40493,-0.03664,0.00591,0.02500,-1.29500,1.40000
lane1_02837,images/lane_1/lane1_02837.jpg,run_20260901_113405,14932,dataset\runs\run_20260901_113405\images\frame_014932.jpg,expert_command,0.3411,0.3384,0.057857,-0.002700,0.001000,-0.03:+0.03,2389.280,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3411,0.3384,,,,,-1.15426,1.39711,0.00879,0.00298,-0.00190,-0.73500,1.40000
lane1_02838,images/lane_1/lane1_02838.jpg,run_20260901_113405,14940,dataset\runs\run_20260901_113405\images\frame_014940.jpg,expert_command,0.3406,0.3392,0.036429,-0.001400,0.000500,-0.03:+0.03,2390.560,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3406,0.3392,,,,,-0.70196,1.40020,0.00047,0.00197,-0.00095,-0.28000,1.40000
lane1_02839,images/lane_1/lane1_02839.jpg,run_20260901_113405,14950,dataset\runs\run_20260901_113405\images\frame_014950.jpg,expert_command,0.3399,0.3401,0.063033,0.000200,0.000000,-0.03:+0.03,2392.160,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,-0.13625,1.40011,-0.00042,0.00375,0.00016,0.28000,1.40000
lane1_02840,images/lane_1/lane1_02840.jpg,run_20260901_113405,14961,dataset\runs\run_20260901_113405\images\frame_014961.jpg,expert_command,0.3400,0.3400,0.066767,0.000000,0.000000,-0.03:+0.03,2393.920,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,0.48606,1.40000,-0.00003,0.00394,0.00003,0.91000,1.40000
lane1_02841,images/lane_1/lane1_02841.jpg,run_20260901_113405,14971,dataset\runs\run_20260901_113405\images\frame_014971.jpg,expert_command,0.3400,0.3400,0.031333,0.000000,0.000000,-0.03:+0.03,2395.520,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.05182,1.40000,0.00001,0.00182,-0.00000,1.47000,1.40000
lane1_02842,images/lane_1/lane1_02842.jpg,run_20260901_113405,14979,dataset\runs\run_20260901_113405\images\frame_014979.jpg,expert_command,0.3400,0.3400,0.279500,0.000000,0.000000,-0.03:+0.03,2396.800,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.50443,1.40000,0.00000,0.00057,-0.00000,1.92500,1.40000
lane1_02843,images/lane_1/lane1_02843.jpg,run_20260901_113405,14990,dataset\runs\run_20260901_113405\images\frame_014990.jpg,expert_command,0.3830,0.2797,0.613257,-0.103300,0.048600,-0.15:-0.09,2398.560,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3830,0.2797,,,,,2.12421,1.40005,-0.06795,0.00375,-0.07173,2.29354,1.37624
lane1_02844,images/lane_1/lane1_02844.jpg,run_20260901_113405,15005,dataset\runs\run_20260901_113405\images\frame_015005.jpg,expert_command,0.4453,0.1926,1.072762,-0.252700,0.026400,-0.30:-0.22,2400.960,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4453,0.1926,,,,,2.78120,1.04134,-0.99379,0.01171,-0.17549,2.84686,0.88669
lane1_02845,images/lane_1/lane1_02845.jpg,run_20260901_113405,15007,dataset\runs\run_20260901_113405\images\frame_015007.jpg,expert_command,0.4678,0.1611,1.362295,-0.306700,0.026400,-0.45:-0.30,2401.280,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4678,0.1611,,,,,2.84354,0.94921,-1.14849,0.02158,-0.21300,2.87950,0.77996
lane1_02846,images/lane_1/lane1_02846.jpg,run_20260901_113405,15081,dataset\runs\run_20260901_113405\images\frame_015081.jpg,expert_command,0.3414,0.3381,0.072871,-0.003300,0.000200,-0.03:+0.03,2413.120,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3414,0.3381,,,,,1.01859,-1.39847,-3.13568,0.00390,-0.00231,0.59500,-1.40000
lane1_02847,images/lane_1/lane1_02847.jpg,run_20260901_113405,15091,dataset\runs\run_20260901_113405\images\frame_015091.jpg,expert_command,0.3400,0.3399,0.032938,-0.000100,0.000200,-0.03:+0.03,2414.720,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3399,,,,,0.45307,-1.40028,3.14100,0.00195,-0.00008,0.03500,-1.40000
lane1_02848,images/lane_1/lane1_02848.jpg,run_20260901_113405,15099,dataset\runs\run_20260901_113405\images\frame_015099.jpg,expert_command,0.3399,0.3401,0.009467,0.000200,0.000000,-0.03:+0.03,2416.000,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,0.00048,-1.40006,3.14131,0.00048,0.00014,-0.42000,-1.40000
lane1_02849,images/lane_1/lane1_02849.jpg,run_20260901_113405,15107,dataset\runs\run_20260901_113405\images\frame_015107.jpg,expert_command,0.3400,0.3400,0.050133,0.000000,0.000000,-0.03:+0.03,2417.280,expert,1,0.8,1.25000,both_lanes,2,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.45212,-1.40000,3.14156,0.00288,0.00004,-0.87500,-1.40000
lane1_02850,images/lane_1/lane1_02850.jpg,run_20260901_113405,15115,dataset\runs\run_20260901_113405\images\frame_015115.jpg,expert_command,0.3400,0.3400,0.091000,0.000000,0.000000,-0.03:+0.03,2418.560,expert,1,0.8,1.25000,both_lanes,3,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.90472,-1.40000,-3.14159,0.00528,0.00000,-1.33000,-1.40000
lane1_02851,images/lane_1/lane1_02851.jpg,run_20260901_113405,15130,dataset\runs\run_20260901_113405\images\frame_015130.jpg,expert_command,0.3407,0.3391,0.330905,-0.001600,0.001600,-0.03:+0.03,2420.960,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3407,0.3391,,,,,-1.75335,-1.40000,3.14141,0.00335,-0.00111,-2.12792,-1.39951
lane1_02852,images/lane_1/lane1_02852.jpg,run_20260901_113405,15138,dataset\runs\run_20260901_113405\images\frame_015138.jpg,expert_command,0.4166,0.2327,0.862176,-0.183900,0.063400,-0.22:-0.15,2422.240,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4166,0.2327,,,,,-2.20039,-1.40011,3.00279,0.00673,-0.12770,-2.36045,-1.35641
lane1_02853,images/lane_1/lane1_02853.jpg,run_20260901_113405,15151,dataset\runs\run_20260901_113405\images\frame_015151.jpg,expert_command,0.4395,0.2007,1.024971,-0.238800,0.024700,-0.30:-0.22,2424.320,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4395,0.2007,,,,,-2.76163,-1.06770,2.18582,0.01086,-0.16584,-2.83640,-0.91258
lane1_02854,images/lane_1/lane1_02854.jpg,run_20260901_113405,15165,dataset\runs\run_20260901_113405\images\frame_015165.jpg,expert_command,0.1039,0.5086,1.641695,0.404700,0.043200,+0.30:+0.45,2426.560,expert,1,0.8,1.25000,left_only,-10,forward,simulator_ground_truth,expert_path_follow,0.1039,0.5086,,,,,-2.87373,-0.36972,1.50572,0.02627,0.28105,-2.90000,-0.25000
lane1_02855,images/lane_1/lane1_02855.jpg,run_20260901_113405,15196,dataset\runs\run_20260901_113405\images\frame_015196.jpg,expert_command,0.3892,0.2712,0.740019,-0.118000,0.005700,-0.15:-0.09,2431.520,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3892,0.2712,,,,,-2.69505,1.15137,0.73389,0.01152,-0.08194,-2.55886,1.25532
lane1_02856,images/lane_1/lane1_02856.jpg,run_20260901_113405,15199,dataset\runs\run_20260901_113405\images\frame_015199.jpg,expert_command,0.4238,0.2227,0.911024,-0.201100,0.028300,-0.22:-0.15,2432.000,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4238,0.2227,,,,,-2.56843,1.25611,0.62106,0.00908,-0.13963,-2.42539,1.33084
lane1_02857,images/lane_1/lane1_02857.jpg,run_20260901_113405,15202,dataset\runs\run_20260901_113405\images\frame_015202.jpg,expert_command,0.4705,0.1574,1.366738,-0.313100,0.035200,-0.45:-0.30,2432.480,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4705,0.1574,,,,,-2.43130,1.35047,0.40929,0.02051,-0.21742,-2.26633,1.38252
lane1_02858,images/lane_1/lane1_02858.jpg,run_20260901_113405,15214,dataset\runs\run_20260901_113405\images\frame_015214.jpg,expert_command,0.3157,0.3574,0.296081,0.041700,0.000600,+0.03:+0.09,2434.400,expert,1,0.8,1.25000,both_lanes,18,forward,simulator_ground_truth,expert_path_follow,0.3157,0.3574,,,,,-1.78543,1.41086,-0.05474,0.01087,0.02892,-1.36500,1.40000
lane1_02859,images/lane_1/lane1_02859.jpg,run_20260901_113405,15227,dataset\runs\run_20260901_113405\images\frame_015227.jpg,expert_command,0.3414,0.3381,0.060029,-0.003300,0.000500,-0.03:+0.03,2436.480,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3414,0.3381,,,,,-1.05251,1.39814,0.00668,0.00312,-0.00228,-0.63000,1.40000
lane1_02860,images/lane_1/lane1_02860.jpg,run_20260901_113405,15235,dataset\runs\run_20260901_113405\images\frame_015235.jpg,expert_command,0.3403,0.3396,0.090010,-0.000700,0.000400,-0.03:+0.03,2437.760,expert,1,0.8,1.25000,both_lanes,2,forward,simulator_ground_truth,expert_path_follow,0.3403,0.3396,,,,,-0.60015,1.40031,-0.00024,0.00516,-0.00050,-0.17500,1.40000
lane1_02861,images/lane_1/lane1_02861.jpg,run_20260901_113405,15242,dataset\runs\run_20260901_113405\images\frame_015242.jpg,expert_command,0.3399,0.3401,0.099167,0.000200,0.000000,-0.03:+0.03,2438.880,expert,1,0.8,1.25000,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,-0.20414,1.40014,-0.00048,0.00586,0.00015,0.21000,1.40000
lane1_02862,images/lane_1/lane1_02862.jpg,run_20260901_113405,15250,dataset\runs\run_20260901_113405\images\frame_015250.jpg,expert_command,0.3399,0.3400,0.057852,0.000100,0.000100,-0.03:+0.03,2440.160,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3400,,,,,0.24845,1.40001,-0.00011,0.00345,0.00008,0.66500,1.40000
lane1_02863,images/lane_1/lane1_02863.jpg,run_20260901_113405,15261,dataset\runs\run_20260901_113405\images\frame_015261.jpg,expert_command,0.3400,0.3400,0.077333,0.000000,0.000000,-0.03:+0.03,2441.920,expert,1,0.8,1.25000,both_lanes,-7,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,0.87078,1.40000,0.00001,0.00422,0.00000,1.29500,1.40000
lane1_02864,images/lane_1/lane1_02864.jpg,run_20260901_113405,15274,dataset\runs\run_20260901_113405\images\frame_015274.jpg,expert_command,0.3400,0.3400,0.332333,0.000000,0.000000,-0.03:+0.03,2444.000,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.60626,1.40000,0.00000,0.00374,-0.00000,2.03000,1.40000
lane1_02865,images/lane_1/lane1_02865.jpg,run_20260901_113405,15281,dataset\runs\run_20260901_113405\images\frame_015281.jpg,expert_command,0.3528,0.3220,0.454595,-0.030800,0.006100,-0.09:-0.03,2445.120,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3528,0.3220,,,,,2.00148,1.40001,-0.02263,0.00648,-0.02141,2.22515,1.39015
lane1_02866,images/lane_1/lane1_02866.jpg,run_20260901_113405,15298,dataset\runs\run_20260901_113405\images\frame_015298.jpg,expert_command,0.4426,0.1963,1.059890,-0.246300,0.026200,-0.30:-0.22,2447.840,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4426,0.1963,,,,,2.77473,1.05020,-0.98085,0.01184,-0.17103,2.84175,0.89969
lane1_02867,images/lane_1/lane1_02867.jpg,run_20260901_113405,15349,dataset\runs\run_20260901_113405\images\frame_015349.jpg,expert_command,0.4751,0.1508,1.447962,-0.324300,0.031300,-0.45:-0.30,2456.000,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4751,0.1508,,,,,2.41202,-1.36238,-2.77031,0.02403,-0.22519,2.23892,-1.38785
lane1_02868,images/lane_1/lane1_02868.jpg,run_20260901_113405,15350,dataset\runs\run_20260901_113405\images\frame_015350.jpg,expert_command,0.4850,0.1370,1.482614,-0.348000,0.023700,-0.45:-0.30,2456.160,expert,1,0.8,1.25000,both_lanes,-85,right,simulator_ground_truth,expert_path_follow,0.4850,0.1370,,,,,2.36280,-1.39140,-2.87639,0.03430,-0.24169,2.18362,-1.39562
lane1_02869,images/lane_1/lane1_02869.jpg,run_20260901_113405,15360,dataset\runs\run_20260901_113405\images\frame_015360.jpg,expert_command,0.3147,0.3581,0.364305,0.043400,0.001600,+0.03:+0.09,2457.760,expert,1,0.8,1.25000,both_lanes,22,forward,simulator_ground_truth,expert_path_follow,0.3147,0.3581,,,,,1.81895,-1.41439,3.07713,0.01443,0.03013,1.40000,-1.40000
lane1_02870,images/lane_1/lane1_02870.jpg,run_20260901_113405,15370,dataset\runs\run_20260901_113405\images\frame_015370.jpg,expert_command,0.3404,0.3395,0.097929,-0.000900,0.002600,-0.03:+0.03,2459.360,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3404,0.3395,,,,,1.25605,-1.39609,-3.13158,0.00556,-0.00061,0.84000,-1.40000
lane1_02871,images/lane_1/lane1_02871.jpg,run_20260901_113405,15381,dataset\runs\run_20260901_113405\images\frame_015381.jpg,expert_command,0.3404,0.3395,0.071810,-0.000900,0.000400,-0.03:+0.03,2461.120,expert,1,0.8,1.25000,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.3404,0.3395,,,,,0.63409,-1.40029,3.14154,0.00410,-0.00064,0.21000,-1.40000
lane1_02872,images/lane_1/lane1_02872.jpg,run_20260901_113405,15391,dataset\runs\run_20260901_113405\images\frame_015391.jpg,expert_command,0.3399,0.3401,0.028833,0.000200,0.000000,-0.03:+0.03,2462.720,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,0.06837,-1.40008,3.14124,0.00164,0.00015,-0.35000,-1.40000
lane1_02873,images/lane_1/lane1_02873.jpg,run_20260901_113405,15399,dataset\runs\run_20260901_113405\images\frame_015399.jpg,expert_command,0.3400,0.3400,0.014000,0.000000,0.000000,-0.03:+0.03,2464.000,expert,1,0.8,1.25000,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.38423,-1.40000,3.14154,0.00077,0.00005,-0.80500,-1.40000
lane1_02874,images/lane_1/lane1_02874.jpg,run_20260901_113405,15407,dataset\runs\run_20260901_113405\images\frame_015407.jpg,expert_command,0.3400,0.3400,0.054833,0.000000,0.000000,-0.03:+0.03,2465.280,expert,1,0.8,1.25000,both_lanes,2,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.83683,-1.40000,-3.14159,0.00317,0.00000,-1.26000,-1.40000
lane1_02875,images/lane_1/lane1_02875.jpg,run_20260901_113405,15425,dataset\runs\run_20260901_113405\images\frame_015425.jpg,expert_command,0.3438,0.3347,0.297390,-0.009100,0.005900,-0.03:+0.03,2468.160,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3438,0.3347,,,,,-1.85508,-1.40000,3.13823,0.00008,-0.00630,-2.16972,-1.39696
lane1_02876,images/lane_1/lane1_02876.jpg,run_20260901_113405,15442,dataset\runs\run_20260901_113405\images\frame_015442.jpg,expert_command,0.4196,0.2285,0.909890,-0.191100,0.008000,-0.22:-0.15,2470.880,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4196,0.2285,,,,,-2.68615,-1.15983,2.30006,0.01144,-0.13271,-2.77844,-1.02394
lane1_02877,images/lane_1/lane1_02877.jpg,run_20260901_113405,15444,dataset\runs\run_20260901_113405\images\frame_015444.jpg,expert_command,0.4369,0.2044,0.994338,-0.232500,0.024000,-0.30:-0.22,2471.200,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4369,0.2044,,,,,-2.75501,-1.07637,2.19770,0.00993,-0.16148,-2.83084,-0.92539
lane1_02878,images/lane_1/lane1_02878.jpg,run_20260901_113405,15473,dataset\runs\run_20260901_113405\images\frame_015473.jpg,expert_command,0.1240,0.4943,1.585481,0.370300,0.130800,+0.30:+0.45,2475.840,expert,1,0.8,1.25000,left_only,-30,right,simulator_ground_truth,expert_path_follow,0.1240,0.4943,,,,,-2.87809,0.38833,1.49188,0.02198,0.25711,-2.90000,0.51000
lane1_02879,images/lane_1/lane1_02879.jpg,run_20260901_113405,15509,dataset\runs\run_20260901_113405\images\frame_015509.jpg,expert_command,0.3210,0.3535,0.176552,0.032500,0.005000,+0.03:+0.09,2481.600,expert,1,0.8,1.25000,both_lanes,9,forward,simulator_ground_truth,expert_path_follow,0.3210,0.3535,,,,,-1.68463,1.40255,-0.02857,0.00528,0.02258,-1.26000,1.40000
lane1_02880,images/lane_1/lane1_02880.jpg,run_20260901_113405,15519,dataset\runs\run_20260901_113405\images\frame_015519.jpg,expert_command,0.3412,0.3383,0.051367,-0.002900,0.000700,-0.03:+0.03,2483.200,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3412,0.3383,,,,,-1.12034,1.39745,0.00814,0.00257,-0.00208,-0.70000,1.40000
lane1_02881,images/lane_1/lane1_02881.jpg,run_20260901_113405,15527,dataset\runs\run_20260901_113405\images\frame_015527.jpg,expert_command,0.3405,0.3393,0.053557,-0.001200,0.000300,-0.03:+0.03,2484.480,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3405,0.3393,,,,,-0.66803,1.40026,0.00018,0.00304,-0.00079,-0.24500,1.40000
lane1_02882,images/lane_1/lane1_02882.jpg,run_20260901_113405,15535,dataset\runs\run_20260901_113405\images\frame_015535.jpg,expert_command,0.3399,0.3401,0.092500,0.000200,0.000000,-0.03:+0.03,2485.760,expert,1,0.8,1.25000,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,-0.21546,1.40014,-0.00049,0.00546,0.00015,0.21000,1.40000
lane1_02883,images/lane_1/lane1_02883.jpg,run_20260901_113405,15542,dataset\runs\run_20260901_113405\images\frame_015542.jpg,expert_command,0.3399,0.3401,0.092967,0.000200,0.000000,-0.03:+0.03,2486.880,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,0.18056,1.40002,-0.00015,0.00556,0.00009,0.59500,1.40000
lane1_02884,images/lane_1/lane1_02884.jpg,run_20260901_113405,15550,dataset\runs\run_20260901_113405\images\frame_015550.jpg,expert_command,0.3400,0.3400,0.052700,0.000000,0.000000,-0.03:+0.03,2488.160,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,0.63316,1.40000,-0.00001,0.00316,0.00001,1.05000,1.40000
lane1_02885,images/lane_1/lane1_02885.jpg,run_20260901_113405,15561,dataset\runs\run_20260901_113405\images\frame_015561.jpg,expert_command,0.3400,0.3400,0.092167,0.000000,0.000000,-0.03:+0.03,2489.920,expert,1,0.8,1.25000,both_lanes,17,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.25549,1.40000,0.00000,0.00451,-0.00000,1.68000,1.40000
lane1_02886,images/lane_1/lane1_02886.jpg,run_20260901_113405,15577,dataset\runs\run_20260901_113405\images\frame_015577.jpg,expert_command,0.3966,0.2608,0.678486,-0.135800,0.063100,-0.15:-0.09,2492.480,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3966,0.2608,,,,,2.15711,1.40007,-0.09352,0.00240,-0.09432,2.32051,1.36901
lane1_02887,images/lane_1/lane1_02887.jpg,run_20260901_113405,15589,dataset\runs\run_20260901_113405\images\frame_015589.jpg,expert_command,0.4230,0.2239,0.908667,-0.199100,0.011200,-0.22:-0.15,2494.400,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4230,0.2239,,,,,2.70040,1.14350,-0.86036,0.01009,-0.13827,2.79282,1.00000
lane1_02888,images/lane_1/lane1_02888.jpg,run_20260901_113405,15591,dataset\runs\run_20260901_113405\images\frame_015591.jpg,expert_command,0.4421,0.1971,1.069329,-0.245000,0.025000,-0.30:-0.22,2494.720,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4421,0.1971,,,,,2.76820,1.05898,-0.96809,0.01264,-0.17017,2.84175,0.89969
lane1_02889,images/lane_1/lane1_02889.jpg,run_20260901_113405,15603,dataset\runs\run_20260901_113405\images\frame_015603.jpg,expert_command,0.1711,0.4606,1.231752,0.289500,0.136600,+0.22:+0.30,2496.640,expert,1,0.8,1.25000,right_only,50,left,simulator_ground_truth,expert_path_follow,0.1711,0.4606,,,,,2.91042,0.46096,-1.85779,0.01047,0.20105,2.90000,0.34000
lane1_02890,images/lane_1/lane1_02890.jpg,run_20260901_113405,15611,dataset\runs\run_20260901_113405\images\frame_015611.jpg,expert_command,0.4775,0.1475,1.168276,-0.330000,0.099800,-0.45:-0.30,2497.920,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4775,0.1475,,,,,2.90088,0.05280,-1.34887,0.00294,-0.22912,2.90000,-0.07000
lane1_02891,images/lane_1/lane1_02891.jpg,run_20260901_113405,15643,dataset\runs\run_20260901_113405\images\frame_015643.jpg,expert_command,0.4841,0.1383,1.425671,-0.345800,0.026800,-0.45:-0.30,2503.040,expert,1,0.8,1.25000,both_lanes,-73,right,simulator_ground_truth,expert_path_follow,0.4841,0.1383,,,,,2.37275,-1.38570,-2.85393,0.03176,-0.24011,2.19750,-1.39404
lane1_02892,images/lane_1/lane1_02892.jpg,run_20260901_113405,15670,dataset\runs\run_20260901_113405\images\frame_015670.jpg,expert_command,0.3411,0.3385,0.063357,-0.002600,0.000300,-0.03:+0.03,2507.360,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3411,0.3385,,,,,0.87160,-1.39958,-3.13877,0.00342,-0.00183,0.45500,-1.40000
lane1_02893,images/lane_1/lane1_02893.jpg,run_20260901_113405,15681,dataset\runs\run_20260901_113405\images\frame_015681.jpg,expert_command,0.3399,0.3401,0.074800,0.000200,0.000000,-0.03:+0.03,2509.120,expert,1,0.8,1.25000,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,0.24940,-1.40016,3.14107,0.00440,0.00014,-0.17500,-1.40000
lane1_02894,images/lane_1/lane1_02894.jpg,run_20260901_113405,15691,dataset\runs\run_20260901_113405\images\frame_015691.jpg,expert_command,0.3399,0.3400,0.023533,0.000100,0.000000,-0.03:+0.03,2510.720,expert,1,0.8,1.25000,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3400,,,,,-0.31634,-1.40001,3.14151,0.00134,0.00006,-0.73500,-1.40000
lane1_02895,images/lane_1/lane1_02895.jpg,run_20260901_113405,15699,dataset\runs\run_20260901_113405\images\frame_015699.jpg,expert_command,0.3400,0.3400,0.018700,0.000000,0.000000,-0.03:+0.03,2512.000,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.76894,-1.40000,-3.14159,0.00106,0.00001,-1.19000,-1.40000
lane1_02896,images/lane_1/lane1_02896.jpg,run_20260901_113405,15704,dataset\runs\run_20260901_113405\images\frame_015704.jpg,expert_command,0.3400,0.3400,0.255333,0.000000,0.000000,-0.03:+0.03,2512.800,expert,1,0.8,1.25000,left_only,5,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-1.05182,-1.40000,-3.14159,0.00182,-0.00000,-1.47000,-1.40000
lane1_02897,images/lane_1/lane1_02897.jpg,run_20260901_113405,15715,dataset\runs\run_20260901_113405\images\frame_015715.jpg,expert_command,0.3400,0.3400,0.357333,0.000000,0.000000,-0.03:+0.03,2514.560,expert,1,0.8,1.25000,left_only,-40,right,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-1.67416,-1.40000,-3.14159,0.00584,-0.00000,-2.10000,-1.40000
lane1_02898,images/lane_1/lane1_02898.jpg,run_20260901_113405,15738,dataset\runs\run_20260901_113405\images\frame_015738.jpg,expert_command,0.4453,0.1926,1.072762,-0.252700,0.026400,-0.30:-0.22,2518.240,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4453,0.1926,,,,,-2.78121,-1.04134,2.14780,0.01171,-0.17549,-2.84686,-0.88669
lane1_02899,images/lane_1/lane1_02899.jpg,run_20260901_113405,15758,dataset\runs\run_20260901_113405\images\frame_015758.jpg,expert_command,0.4885,0.1321,1.316367,-0.356400,0.080500,-0.45:-0.30,2521.440,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4885,0.1321,,,,,-2.90880,-0.03244,1.74654,0.00914,-0.24751,-2.90000,0.09000
lane1_02900,images/lane_1/lane1_02900.jpg,run_20260901_113405,15763,dataset\runs\run_20260901_113405\images\frame_015763.jpg,expert_command,0.3211,0.3535,1.155695,0.032400,0.188800,+0.03:+0.09,2522.240,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3211,0.3535,,,,,-2.93873,0.22389,1.22632,0.03893,0.02251,-2.90000,0.34000
lane1_02901,images/lane_1/lane1_02901.jpg,run_20260901_113405,15784,dataset\runs\run_20260901_113405\images\frame_015784.jpg,expert_command,0.4049,0.2491,0.756486,-0.155800,0.028800,-0.22:-0.15,2525.600,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4049,0.2491,,,,,-2.62848,1.20862,0.68295,0.00606,-0.10824,-2.48785,1.29970
lane1_02902,images/lane_1/lane1_02902.jpg,run_20260901_113405,15794,dataset\runs\run_20260901_113405\images\frame_015794.jpg,expert_command,0.3526,0.3223,1.115414,-0.030300,0.088800,-0.09:-0.03,2527.200,expert,1,0.8,1.25000,both_lanes,18,forward,simulator_ground_truth,expert_path_follow,0.3526,0.3223,,,,,-2.14226,1.45597,-0.13437,0.05707,-0.02104,-1.78500,1.40000
